Archivo estimados;Archivo reales;Imagenes analizadas;Total de detecciones;Verdaderos positivos;Falsos positivos;Falsos negativos;Miss rate: fneg/(vpos+fneg);Miss rate * tiempo promedio;FFPW;100*Miss rate * FPPW;100*Miss rate * FPPW * tiempo promedio;Tiempo promedio de detección;precision: vpos/(vpos+fpos);recall: vpos/(vpos+fneg);precision*recall;F1: 2*(precision*recall)/(precision+recall);F1/tiempo promedio;direccion_a_cascada;escala_inicial;tamanio_minimo;tamanio_maximo;convertir_a_gris;ecualizar_histograma;scaleFactor;minNeighbors;usar_profundidad_altura;blurear;tamanio_blur;filtro_enfoque;filtro_repujado;filtro_enfoque_y_repujado;filtro_repujado_y_enfoque;
DF_ei_01;set235_reales;900;734;555;179;426;0.434251;26.136702;0.198889;8.636765;519.829895;60.188037;0.756131;0.565749;0.427780;0.647230;0.010753;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;1.000000;[50 x 100];[180 x 360];true;true;1.100000;4;false;false;3;false;false;false;false;
DF_ei_02;set235_reales;900;653;534;119;432;0.447205;21.294830;0.132222;5.913043;281.564972;47.617605;0.817764;0.552795;0.452056;0.659666;0.013853;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;1.200000;[42 x 83];[150 x 300];true;true;1.100000;4;false;false;3;false;false;false;false;
DF_ei_03;set235_reales;900;613;508;105;451;0.470282;20.400906;0.116667;5.486618;238.010559;43.380196;0.828711;0.529718;0.438984;0.646310;0.014899;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;1.300000;[38 x 77];[138 x 277];true;true;1.100000;4;false;false;3;false;false;false;false;
DF_ei_04;set235_reales;900;611;493;118;462;0.483770;17.239944;0.131111;6.342757;226.034821;35.636682;0.806874;0.516230;0.416533;0.629630;0.017668;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;1.500000;[33 x 67];[120 x 240];true;true;1.100000;4;false;false;3;false;false;false;false;
DF_ei_05;set235_reales;900;487;414;73;521;0.557219;15.643682;0.081111;4.519668;126.887642;28.074552;0.850103;0.442781;0.376409;0.582278;0.020740;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;2.000000;[25 x 50];[90 x 180];true;true;1.100000;4;false;false;3;false;false;false;false;
DF_ei_06;set235_reales;900;282;235;47;686;0.744843;7.159100;0.052222;3.889734;37.386410;9.611561;0.833333;0.255157;0.212631;0.390690;0.040648;./../clasificadores/visionary.net_pedestrian_cascade_web_LBP.xml;3.000000;[17 x 33];[60 x 120];true;true;1.100000;4;false;false;3;false;false;false;false;
